"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"03.06.2023 16:45 - 03.06.2023 17:00","25551","25519","","340","226","","4357","4747",""
"03.06.2023 17:00 - 03.06.2023 17:15","23708","23674","","363","244","","4484","4865",""
"03.06.2023 17:15 - 03.06.2023 17:30","21736","21698","","385","269","","4683","5048",""
"03.06.2023 17:30 - 03.06.2023 17:45","19688","19647","","407","294","","4881","5227",""
"03.06.2023 17:45 - 03.06.2023 18:00","17598","17556","","431","323","","5086","5411",""
"03.06.2023 18:00 - 03.06.2023 18:15","15495","15452","","455","346","","5296","5598",""
"03.06.2023 18:15 - 03.06.2023 18:30","13380","13340","","470","362","","5568","5818",""
"03.06.2023 18:30 - 03.06.2023 18:45","11305","11250","","487","374","","5828","6028",""
"03.06.2023 18:45 - 03.06.2023 19:00","9309","9266","","502","392","","6093","6244",""
"03.06.2023 19:00 - 03.06.2023 19:15","7467","7413","","516","405","","6324","6430",""
"03.06.2023 19:15 - 03.06.2023 19:30","5791","5739","","530","423","","6552","6609",""
"03.06.2023 19:30 - 03.06.2023 19:45","4364","4319","","548","442","","6754","6767",""
"03.06.2023 19:45 - 03.06.2023 20:00","3259","3214","","562","460","","6943","6911",""
"03.06.2023 20:00 - 03.06.2023 20:15","2393","2364","","575","474","","7117","7062",""
"03.06.2023 20:15 - 03.06.2023 20:30","1671","1658","","591","491","","7429","7388",""
"03.06.2023 20:30 - 03.06.2023 20:45","1056","1051","","603","497","","7786","7762",""
"03.06.2023 20:45 - 03.06.2023 21:00","563","564","","615","511","","8192","8210",""
"03.06.2023 21:00 - 03.06.2023 21:15","269","267","","632","519","","8649","8751",""
"03.06.2023 21:15 - 03.06.2023 21:30","118","119","","643","526","","9173","9366",""
"03.06.2023 21:30 - 03.06.2023 21:45","41","44","","659","534","","9716","10032",""
"03.06.2023 21:45 - 03.06.2023 22:00","16","16","","678","542","","10256","10655",""
"03.06.2023 22:00 - 03.06.2023 22:15","0","0","","704","549","","10670","11173",""
"03.06.2023 22:15 - 03.06.2023 22:30","0","0","","713","550","","10831","11365",""
"03.06.2023 22:30 - 03.06.2023 22:45","0","0","","719","551","","10980","11540",""
"03.06.2023 22:45 - 03.06.2023 23:00","0","0","","730","553","","11133","11676",""
"03.06.2023 23:00 - 03.06.2023 23:15","0","0","","735","554","","11265","11785",""
"03.06.2023 23:15 - 03.06.2023 23:30","0","0","","735","557","","11076","11587",""
"03.06.2023 23:30 - 03.06.2023 23:45","0","0","","735","552","","10861","11376",""
"03.06.2023 23:45 - 04.06.2023 00:00","0","0","","733","549","","10621","11139",""
"04.06.2023 00:00 - 04.06.2023 00:15","0","0","","726","666","","10982","11442",""
"04.06.2023 00:15 - 04.06.2023 00:30","0","0","","709","668","","10679","11466",""
"04.06.2023 00:30 - 04.06.2023 00:45","0","0","","694","674","","10372","11279",""
"04.06.2023 00:45 - 04.06.2023 01:00","0","0","","678","674","","10048","10939",""
"04.06.2023 01:00 - 04.06.2023 01:15","0","0","","625","675","","9727","10627",""
"04.06.2023 01:15 - 04.06.2023 01:30","0","0","","601","685","","9410","10252",""
"04.06.2023 01:30 - 04.06.2023 01:45","0","0","","587","710","","9106","9966",""
"04.06.2023 01:45 - 04.06.2023 02:00","0","0","","568","705","","8833","9640",""
"04.06.2023 02:00 - 04.06.2023 02:15","0","0","","549","690","","8593","9318",""
"04.06.2023 02:15 - 04.06.2023 02:30","0","0","","528","670","","8322","8956",""
"04.06.2023 02:30 - 04.06.2023 02:45","0","0","","512","630","","8027","8490",""
"04.06.2023 02:45 - 04.06.2023 03:00","0","0","","496","574","","7729","8091",""
"04.06.2023 03:00 - 04.06.2023 03:15","0","0","","482","547","","7429","7689",""
"04.06.2023 03:15 - 04.06.2023 03:30","0","0","","468","528","","7185","7267",""
"04.06.2023 03:30 - 04.06.2023 03:45","0","0","","459","523","","6944","6875",""
"04.06.2023 03:45 - 04.06.2023 04:00","0","0","","453","523","","6706","6540",""
"04.06.2023 04:00 - 04.06.2023 04:15","0","0","","447","518","","6473","6137",""
"04.06.2023 04:15 - 04.06.2023 04:30","0","0","","439","518","","6312","5935",""
"04.06.2023 04:30 - 04.06.2023 04:45","0","0","","439","508","","6157","5684",""
"04.06.2023 04:45 - 04.06.2023 05:00","1","1","","436","514","","5993","5443",""
"04.06.2023 05:00 - 04.06.2023 05:15","38","43","","434","516","","5844","5239",""
"04.06.2023 05:15 - 04.06.2023 05:30","179","178","","431","493","","5701","5136",""
"04.06.2023 05:30 - 04.06.2023 05:45","487","470","","427","464","","5549","4983",""
"04.06.2023 05:45 - 04.06.2023 06:00","958","969","","431","477","","5388","4879",""
"04.06.2023 06:00 - 04.06.2023 06:15","1626","1654","","423","491","","5267","4800",""
"04.06.2023 06:15 - 04.06.2023 06:30","2559","2646","","421","502","","5099","4737",""
"04.06.2023 06:30 - 04.06.2023 06:45","3741","3884","","419","527","","4906","4569",""
"04.06.2023 06:45 - 04.06.2023 07:00","5235","5320","","414","523","","4661","4382",""
"04.06.2023 07:00 - 04.06.2023 07:15","6971","6997","","410","514","","4393","4171",""
"04.06.2023 07:15 - 04.06.2023 07:30","8934","8824","","398","501","","3960","3787",""
"04.06.2023 07:30 - 04.06.2023 07:45","11061","10948","","386","510","","3452","3383",""
"04.06.2023 07:45 - 04.06.2023 08:00","13289","13144","","378","499","","2946","2937",""
"04.06.2023 08:00 - 04.06.2023 08:15","15580","15416","","366","486","","2474","2507",""
"04.06.2023 08:15 - 04.06.2023 08:30","17936","17753","","354","472","","2129","2183",""
"04.06.2023 08:30 - 04.06.2023 08:45","20317","20143","","341","468","","1847","1913",""
"04.06.2023 08:45 - 04.06.2023 09:00","22646","22462","","329","462","","1596","1668",""
"04.06.2023 09:00 - 04.06.2023 09:15","24876","24616","","324","452","","1451","1473",""
"04.06.2023 09:15 - 04.06.2023 09:30","27016","26734","","307","442","","1453","1490",""
"04.06.2023 09:30 - 04.06.2023 09:45","29040","28734","","289","436","","1473","1516",""
"04.06.2023 09:45 - 04.06.2023 10:00","30910","30597","","273","429","","1492","1545",""
"04.06.2023 10:00 - 04.06.2023 10:15","32622","32302","","259","414","","1538","1588",""
"04.06.2023 10:15 - 04.06.2023 10:30","34203","33871","","244","395","","1628","1674",""
"04.06.2023 10:30 - 04.06.2023 10:45","35630","35293","","228","376","","1705","1757",""
"04.06.2023 10:45 - 04.06.2023 11:00","36900","36552","","214","353","","1798","1836",""
"04.06.2023 11:00 - 04.06.2023 11:15","37991","37631","","198","336","","1862","1905",""
"04.06.2023 11:15 - 04.06.2023 11:30","38904","38552","","188","314","","1887","1929",""
"04.06.2023 11:30 - 04.06.2023 11:45","39655","39315","","171","287","","1907","1953",""
"04.06.2023 11:45 - 04.06.2023 12:00","40260","39934","","158","268","","1926","1976",""
"04.06.2023 12:00 - 04.06.2023 12:15","40746","40431","","145","246","","1936","1995",""
"04.06.2023 12:15 - 04.06.2023 12:30","41086","40779","","140","230","","1906","1977",""
"04.06.2023 12:30 - 04.06.2023 12:45","41294","40990","","135","214","","1874","1956",""
"04.06.2023 12:45 - 04.06.2023 13:00","41380","41100","","125","200","","1847","1938",""
"04.06.2023 13:00 - 04.06.2023 13:15","41348","41095","","118","183","","1814","1916",""
"04.06.2023 13:15 - 04.06.2023 13:30","41190","40959","","121","180","","1817","1919",""
"04.06.2023 13:30 - 04.06.2023 13:45","40912","40702","","123","179","","1827","1929",""
"04.06.2023 13:45 - 04.06.2023 14:00","40509","40317","","125","171","","1854","1954",""
"04.06.2023 14:00 - 04.06.2023 14:15","39987","40013","","128","168","","1941","2016",""
"04.06.2023 14:15 - 04.06.2023 14:30","39350","39392","","136","173","","2023","2088",""
"04.06.2023 14:30 - 04.06.2023 14:45","38604","38658","","141","179","","2090","2146",""
"04.06.2023 14:45 - 04.06.2023 15:00","37751","37807","","150","186","","2147","2190",""
"04.06.2023 15:00 - 04.06.2023 15:15","36793","36829","","157","182","","2198","2227",""
"04.06.2023 15:15 - 04.06.2023 15:30","35735","35737","","167","195","","2296","2307",""
"04.06.2023 15:30 - 04.06.2023 15:45","34566","34532","","179","210","","2400","2391",""
"04.06.2023 15:45 - 04.06.2023 16:00","33264","33204","","184","220","","2489","2466",""
"04.06.2023 16:00 - 04.06.2023 16:15","31829","31733","","198","232","","2599","2547",""
"04.06.2023 16:15 - 04.06.2023 16:30","30243","30113","","219","247","","2752","2675",""
"04.06.2023 16:30 - 04.06.2023 16:45","28524","28365","","232","267","","2911","2811",""
"04.06.2023 16:45 - 04.06.2023 17:00","26677","26499","","242","278","","3059","2942",""
"04.06.2023 17:00 - 04.06.2023 17:15","24720","24537","","264","292","","3205","3071",""
"04.06.2023 17:15 - 04.06.2023 17:30","22630","22438","","278","305","","3385","3246",""
"04.06.2023 17:30 - 04.06.2023 17:45","20437","20260","","292","314","","3558","3418",""
"04.06.2023 17:45 - 04.06.2023 18:00","18225","18056","","307","334","","3739","3598",""
"04.06.2023 18:00 - 04.06.2023 18:15","16053","15881","","322","347","","3932","3789",""
"04.06.2023 18:15 - 04.06.2023 18:30","13931","13746","","334","354","","4157","4027",""
"04.06.2023 18:30 - 04.06.2023 18:45","11886","11680","","345","365","","4375","4259",""
"04.06.2023 18:45 - 04.06.2023 19:00","9933","9711","","358","377","","4598","4496",""
"04.06.2023 19:00 - 04.06.2023 19:15","8068","7855","","367","385","","4809","4708",""
"04.06.2023 19:15 - 04.06.2023 19:30","6296","6115","","366","385","","5021","4933",""
"04.06.2023 19:30 - 04.06.2023 19:45","4762","4621","","368","383","","5213","5137",""
"04.06.2023 19:45 - 04.06.2023 20:00","3536","3431","","368","387","","5388","5325",""
"04.06.2023 20:00 - 04.06.2023 20:15","2568","2501","","366","383","","5557","5493",""
"04.06.2023 20:15 - 04.06.2023 20:30","1769","1731","","359","374","","5858","5786",""
"04.06.2023 20:30 - 04.06.2023 20:45","1107","1086","","346","364","","6231","6143",""
"04.06.2023 20:45 - 04.06.2023 21:00","581","563","","341","355","","6664","6548",""
"04.06.2023 21:00 - 04.06.2023 21:15","267","256","","326","348","","7123","6963",""
"04.06.2023 21:15 - 04.06.2023 21:30","114","106","","313","332","","7575","7411",""
"04.06.2023 21:30 - 04.06.2023 21:45","34","28","","295","319","","7999","7840",""
"04.06.2023 21:45 - 04.06.2023 22:00","13","11","","279","304","","8395","8249",""
"04.06.2023 22:00 - 04.06.2023 22:15","0","0","","267","290","","8723","8579",""
"04.06.2023 22:15 - 04.06.2023 22:30","0","0","","246","274","","8893","8760",""
"04.06.2023 22:30 - 04.06.2023 22:45","0","0","","228","261","","9052","8940",""
"04.06.2023 22:45 - 04.06.2023 23:00","0","0","","210","241","","9191","9103",""
"04.06.2023 23:00 - 04.06.2023 23:15","0","0","","190","227","","9298","9245",""
"04.06.2023 23:15 - 04.06.2023 23:30","0","0","","174","208","","9137","9095",""
"04.06.2023 23:30 - 04.06.2023 23:45","0","0","","156","190","","8969","8948",""
"04.06.2023 23:45 - 05.06.2023 00:00","0","0","","141","175","","8789","8763",""
"05.06.2023 00:00 - 05.06.2023 00:15","0","0","","160","114","","8953","9436",""
"05.06.2023 00:15 - 05.06.2023 00:30","0","0","","151","102","","8726","9458",""
"05.06.2023 00:30 - 05.06.2023 00:45","0","0","","140","79","","8498","9224",""
"05.06.2023 00:45 - 05.06.2023 01:00","0","0","","130","71","","8270","9010",""
"05.06.2023 01:00 - 05.06.2023 01:15","0","0","","130","63","","8034","8766",""
"05.06.2023 01:15 - 05.06.2023 01:30","0","0","","129","53","","7850","8628",""
"05.06.2023 01:30 - 05.06.2023 01:45","0","0","","117","50","","7680","8453",""
"05.06.2023 01:45 - 05.06.2023 02:00","0","0","","109","51","","7517","8262",""
"05.06.2023 02:00 - 05.06.2023 02:15","0","0","","104","41","","7375","8112",""
"05.06.2023 02:15 - 05.06.2023 02:30","0","0","","99","35","","7180","7935",""
"05.06.2023 02:30 - 05.06.2023 02:45","0","0","","94","26","","6966","7700",""
"05.06.2023 02:45 - 05.06.2023 03:00","0","0","","91","20","","6737","7521",""
"05.06.2023 03:00 - 05.06.2023 03:15","0","0","","87","17","","6502","7400",""
"05.06.2023 03:15 - 05.06.2023 03:30","0","0","","84","12","","6316","7079",""
"05.06.2023 03:30 - 05.06.2023 03:45","0","0","","82","8","","6125","6839",""
"05.06.2023 03:45 - 05.06.2023 04:00","0","0","","82","7","","5940","6609",""
"05.06.2023 04:00 - 05.06.2023 04:15","0","0","","77","9","","5760","6416",""
"05.06.2023 04:15 - 05.06.2023 04:30","0","0","","76","7","","5609","6248",""
"05.06.2023 04:30 - 05.06.2023 04:45","0","0","","74","7","","5465","6094",""
"05.06.2023 04:45 - 05.06.2023 05:00","1","1","","73","7","","5310","5948",""
"05.06.2023 05:00 - 05.06.2023 05:15","39","45","","72","11","","5176","5825",""
"05.06.2023 05:15 - 05.06.2023 05:30","165","172","","72","8","","5036","5712",""
"05.06.2023 05:30 - 05.06.2023 05:45","450","447","","73","6","","4876","5550",""
"05.06.2023 05:45 - 05.06.2023 06:00","912","890","","71","7","","4706","5452",""
"05.06.2023 06:00 - 05.06.2023 06:15","1610","1577","","62","7","","4555","5346",""
"05.06.2023 06:15 - 05.06.2023 06:30","2606","2569","","60","7","","4348","5206",""
"05.06.2023 06:30 - 05.06.2023 06:45","3825","3793","","62","7","","4121","4990",""
"05.06.2023 06:45 - 05.06.2023 07:00","5295","5161","","62","9","","3885","4755",""
"05.06.2023 07:00 - 05.06.2023 07:15","6911","6764","","62","14","","3616","4531",""
"05.06.2023 07:15 - 05.06.2023 07:30","8686","8483","","60","17","","3238","4072",""
"05.06.2023 07:30 - 05.06.2023 07:45","10646","10406","","56","15","","2847","3541",""
"05.06.2023 07:45 - 05.06.2023 08:00","12720","12410","","57","14","","2486","3062",""
"05.06.2023 08:00 - 05.06.2023 08:15","14809","14459","","57","12","","2130","2604",""
"05.06.2023 08:15 - 05.06.2023 08:30","16942","16544","","55","12","","1808","2220",""
"05.06.2023 08:30 - 05.06.2023 08:45","19095","18675","","55","14","","1503","1873",""
"05.06.2023 08:45 - 05.06.2023 09:00","21192","20695","","54","14","","1247","1601",""
"05.06.2023 09:00 - 05.06.2023 09:15","23226","22701","","54","14","","1063","1331",""
"05.06.2023 09:15 - 05.06.2023 09:30","25201","24673","","54","14","","1060","1316",""
"05.06.2023 09:30 - 05.06.2023 09:45","27072","26534","","53","15","","1077","1314",""
"05.06.2023 09:45 - 05.06.2023 10:00","28839","28289","","52","14","","1096","1317",""
"05.06.2023 10:00 - 05.06.2023 10:15","30463","29909","","50","15","","1115","1346",""
"05.06.2023 10:15 - 05.06.2023 10:30","31939","31378","","51","15","","1225","1449",""
"05.06.2023 10:30 - 05.06.2023 10:45","33235","32698","","54","13","","1328","1548",""
"05.06.2023 10:45 - 05.06.2023 11:00","34357","33862","","54","12","","1420","1643",""
"05.06.2023 11:00 - 05.06.2023 11:15","35264","34797","","54","12","","1518","1732",""
"05.06.2023 11:15 - 05.06.2023 11:30","36101","35626","","54","15","","1603","1852",""
"05.06.2023 11:30 - 05.06.2023 11:45","36795","36287","","55","15","","1683","1967",""
"05.06.2023 11:45 - 05.06.2023 12:00","37347","36824","","53","17","","1751","2069",""
"05.06.2023 12:00 - 05.06.2023 12:15","37752","37224","","55","19","","1812","2165",""
"05.06.2023 12:15 - 05.06.2023 12:30","38003","37475","","60","22","","1824","2201",""
"05.06.2023 12:30 - 05.06.2023 12:45","38136","37628","","59","24","","1833","2231",""
"05.06.2023 12:45 - 05.06.2023 13:00","38178","37664","","62","29","","1841","2260",""
"05.06.2023 13:00 - 05.06.2023 13:15","38112","37593","","66","30","","1849","2288",""
"05.06.2023 13:15 - 05.06.2023 13:30","37909","37396","","69","33","","1870","2305",""
"05.06.2023 13:30 - 05.06.2023 13:45","37594","37086","","72","36","","1892","2326",""
"05.06.2023 13:45 - 05.06.2023 14:00","37183","36661","","74","43","","1937","2363",""
"05.06.2023 14:00 - 05.06.2023 14:15","36604","36206","","81","46","","2036","2422",""
"05.06.2023 14:15 - 05.06.2023 14:30","35966","35513","","88","53","","2125","2500",""
"05.06.2023 14:30 - 05.06.2023 14:45","35204","34705","","98","60","","2200","2562",""
"05.06.2023 14:45 - 05.06.2023 15:00","34331","33802","","109","65","","2262","2602",""
"05.06.2023 15:00 - 05.06.2023 15:15","33356","32817","","116","67","","2314","2646",""
"05.06.2023 15:15 - 05.06.2023 15:30","32297","31748","","132","75","","2416","2743",""
"05.06.2023 15:30 - 05.06.2023 15:45","31157","30601","","142","80","","2525","2852",""
"05.06.2023 15:45 - 05.06.2023 16:00","29901","29356","","159","88","","2626","2954",""
"05.06.2023 16:00 - 05.06.2023 16:15","28513","27968","","174","100","","2732","3063",""
"05.06.2023 16:15 - 05.06.2023 16:30","27022","26471","","205","109","","2893","3233",""
"05.06.2023 16:30 - 05.06.2023 16:45","25403","24859","","230","119","","3058","3409",""
"05.06.2023 16:45 - 05.06.2023 17:00","23720","23182","","256","133","","3213","3581",""
"05.06.2023 17:00 - 05.06.2023 17:15","22049","21514","","286","149","","3355","3740",""
"05.06.2023 17:15 - 05.06.2023 17:30","20212","19670","","315","174","","3560","3965",""
"05.06.2023 17:30 - 05.06.2023 17:45","18371","17812","","347","197","","3756","4181",""
"05.06.2023 17:45 - 05.06.2023 18:00","16496","15939","","377","216","","3960","4406",""
"05.06.2023 18:00 - 05.06.2023 18:15","14641","14083","","410","241","","4164","4633",""
"05.06.2023 18:15 - 05.06.2023 18:30","12828","12263","","444","274","","4424","4925",""
"05.06.2023 18:30 - 05.06.2023 18:45","11028","10477","","480","305","","4678","5213",""
"05.06.2023 18:45 - 05.06.2023 19:00","9310","8781","","517","331","","4927","5502",""
"05.06.2023 19:00 - 05.06.2023 19:15","7696","7203","","549","361","","5167","5762",""
"05.06.2023 19:15 - 05.06.2023 19:30","6218","5772","","580","395","","5439","6082",""
"05.06.2023 19:30 - 05.06.2023 19:45","4899","4515","","610","434","","5702","6380",""
"05.06.2023 19:45 - 05.06.2023 20:00","3773","3455","","642","466","","5948","6650",""
"05.06.2023 20:00 - 05.06.2023 20:15","2777","2557","","666","499","","6144","6873",""
"05.06.2023 20:15 - 05.06.2023 20:30","1897","1759","","693","529","","6428","7196",""
"05.06.2023 20:30 - 05.06.2023 20:45","1157","1090","","713","556","","6779","7579",""
"05.06.2023 20:45 - 05.06.2023 21:00","574","559","","740","588","","7201","8005",""
"05.06.2023 21:00 - 05.06.2023 21:15","252","265","","763","616","","7658","8447",""
"05.06.2023 21:15 - 05.06.2023 21:30","118","138","","774","640","","8117","8901",""
"05.06.2023 21:30 - 05.06.2023 21:45","57","76","","784","659","","8535","9341",""
"05.06.2023 21:45 - 05.06.2023 22:00","11","10","","795","685","","8934","9779",""
"05.06.2023 22:00 - 05.06.2023 22:15","0","0","","809","719","","9284","10148",""
"05.06.2023 22:15 - 05.06.2023 22:30","0","0","","815","740","","9419","10255",""
"05.06.2023 22:30 - 05.06.2023 22:45","0","0","","814","758","","9548","10353",""
"05.06.2023 22:45 - 05.06.2023 23:00","0","0","","820","778","","9637","10423",""
"05.06.2023 23:00 - 05.06.2023 23:15","0","0","","819","798","","9723","10481",""
"05.06.2023 23:15 - 05.06.2023 23:30","0","0","","826","811","","9521","10248",""
"05.06.2023 23:30 - 05.06.2023 23:45","0","0","","826","826","","9319","10010",""
"05.06.2023 23:45 - 06.06.2023 00:00","0","0","","828","846","","9105","9735",""
"06.06.2023 00:00 - 06.06.2023 00:15","0","0","","875","851","","9599","9143",""
"06.06.2023 00:15 - 06.06.2023 00:30","0","0","","885","843","","9272","9016",""
"06.06.2023 00:30 - 06.06.2023 00:45","0","0","","897","841","","8944","8738",""
"06.06.2023 00:45 - 06.06.2023 01:00","0","0","","915","858","","8616","8462",""
"06.06.2023 01:00 - 06.06.2023 01:15","0","0","","922","881","","8283","8209",""
"06.06.2023 01:15 - 06.06.2023 01:30","0","0","","925","887","","8037","7922",""
"06.06.2023 01:30 - 06.06.2023 01:45","0","0","","933","901","","7808","7671",""
"06.06.2023 01:45 - 06.06.2023 02:00","0","0","","934","908","","7589","7375",""
"06.06.2023 02:00 - 06.06.2023 02:15","0","0","","936","913","","7407","7192",""
"06.06.2023 02:15 - 06.06.2023 02:30","0","0","","926","915","","7184","7013",""
"06.06.2023 02:30 - 06.06.2023 02:45","0","0","","922","939","","6918","6736",""
"06.06.2023 02:45 - 06.06.2023 03:00","0","0","","917","964","","6633","6366",""
"06.06.2023 03:00 - 06.06.2023 03:15","0","0","","908","943","","6339","6173",""
"06.06.2023 03:15 - 06.06.2023 03:30","0","0","","891","933","","6105","5637",""
"06.06.2023 03:30 - 06.06.2023 03:45","0","0","","872","925","","5877","5486",""
"06.06.2023 03:45 - 06.06.2023 04:00","0","0","","860","892","","5655","5319",""
"06.06.2023 04:00 - 06.06.2023 04:15","0","0","","842","837","","5437","5245",""
"06.06.2023 04:15 - 06.06.2023 04:30","0","0","","826","787","","5303","5270",""
"06.06.2023 04:30 - 06.06.2023 04:45","0","0","","811","754","","5169","5240",""
"06.06.2023 04:45 - 06.06.2023 05:00","1","1","","793","730","","5033","5077",""
"06.06.2023 05:00 - 06.06.2023 05:15","32","28","","780","705","","4914","5071",""
"06.06.2023 05:15 - 06.06.2023 05:30","165","114","","769","670","","4796","5004",""
"06.06.2023 05:30 - 06.06.2023 05:45","400","328","","757","651","","4657","5033",""
"06.06.2023 05:45 - 06.06.2023 06:00","748","706","","745","635","","4504","4894",""
"06.06.2023 06:00 - 06.06.2023 06:15","1283","1248","","712","623","","4372","4858",""
"06.06.2023 06:15 - 06.06.2023 06:30","2040","2054","","710","622","","4209","4646",""
"06.06.2023 06:30 - 06.06.2023 06:45","2982","3126","","699","610","","4037","4424",""
"06.06.2023 06:45 - 06.06.2023 07:00","4111","4167","","688","612","","3845","4155",""
"06.06.2023 07:00 - 06.06.2023 07:15","5393","5410","","680","614","","3621","3878",""
"06.06.2023 07:15 - 06.06.2023 07:30","6810","6745","","671","573","","3212","3347",""
"06.06.2023 07:30 - 06.06.2023 07:45","8349","8160","","665","537","","2767","2789",""
"06.06.2023 07:45 - 06.06.2023 08:00","9959","9761","","655","519","","2335","2329",""
"06.06.2023 08:00 - 06.06.2023 08:15","11539","11360","","652","510","","1972","1958",""
"06.06.2023 08:15 - 06.06.2023 08:30","13219","13067","","642","509","","1736","1757",""
"06.06.2023 08:30 - 06.06.2023 08:45","14907","14757","","635","509","","1582","1605",""
"06.06.2023 08:45 - 06.06.2023 09:00","16569","16475","","628","510","","1442","1481",""
"06.06.2023 09:00 - 06.06.2023 09:15","18186","18127","","620","512","","1348","1324",""
"06.06.2023 09:15 - 06.06.2023 09:30","19741","19754","","624","515","","1384","1376",""
"06.06.2023 09:30 - 06.06.2023 09:45","21215","21292","","619","520","","1432","1430",""
"06.06.2023 09:45 - 06.06.2023 10:00","22571","22736","","622","527","","1501","1477",""
"06.06.2023 10:00 - 06.06.2023 10:15","23807","24072","","619","533","","1563","1529",""
"06.06.2023 10:15 - 06.06.2023 10:30","24940","25308","","626","535","","1682","1636",""
"06.06.2023 10:30 - 06.06.2023 10:45","25958","26418","","626","541","","1804","1744",""
"06.06.2023 10:45 - 06.06.2023 11:00","26872","27388","","629","545","","1914","1851",""
"06.06.2023 11:00 - 06.06.2023 11:15","27751","28254","","641","546","","2030","1964",""
"06.06.2023 11:15 - 06.06.2023 11:30","28494","28991","","653","558","","2176","2103",""
"06.06.2023 11:30 - 06.06.2023 11:45","29121","29612","","666","568","","2324","2243",""
"06.06.2023 11:45 - 06.06.2023 12:00","29620","30120","","680","575","","2463","2375",""
"06.06.2023 12:00 - 06.06.2023 12:15","29991","30491","","696","590","","2597","2503",""
"06.06.2023 12:15 - 06.06.2023 12:30","30196","30724","","706","601","","2735","2634",""
"06.06.2023 12:30 - 06.06.2023 12:45","30342","30905","","724","617","","2868","2760",""
"06.06.2023 12:45 - 06.06.2023 13:00","30411","30984","","741","627","","3005","2891",""
"06.06.2023 13:00 - 06.06.2023 13:15","30368","30898","","761","642","","3114","3004",""
"06.06.2023 13:15 - 06.06.2023 13:30","30159","30675","","778","663","","3213","3111",""
"06.06.2023 13:30 - 06.06.2023 13:45","29860","30348","","805","685","","3320","3224",""
"06.06.2023 13:45 - 06.06.2023 14:00","29498","29923","","827","705","","3443","3352",""
"06.06.2023 14:00 - 06.06.2023 14:15","29150","29513","","853","725","","3605","3559",""
"06.06.2023 14:15 - 06.06.2023 14:30","28667","28904","","875","751","","3741","3683",""
"06.06.2023 14:30 - 06.06.2023 14:45","28163","28239","","900","771","","3867","3796",""
"06.06.2023 14:45 - 06.06.2023 15:00","27566","27494","","925","796","","3970","3888",""
"06.06.2023 15:00 - 06.06.2023 15:15","26851","26685","","953","860","","4063","3969",""
"06.06.2023 15:15 - 06.06.2023 15:30","26046","25824","","984","888","","4165","4063",""
"06.06.2023 15:30 - 06.06.2023 15:45","25171","24917","","1012","917","","4276","4162",""
"06.06.2023 15:45 - 06.06.2023 16:00","24214","23954","","1039","951","","4380","4247",""
"06.06.2023 16:00 - 06.06.2023 16:15","23182","22903","","1069","982","","4496","4338",""
"06.06.2023 16:15 - 06.06.2023 16:30","22081","21768","","1094","1003","","4651","4468",""
"06.06.2023 16:30 - 06.06.2023 16:45","20922","20574","","1122","1019","","4812","4606",""
"06.06.2023 16:45 - 06.06.2023 17:00","19683","19322","","1150","1040","","4956","4735",""
"06.06.2023 17:00 - 06.06.2023 17:15","18380","18061","","1175","1060","","5089","4852",""
"06.06.2023 17:15 - 06.06.2023 17:30","16977","16661","","1183","1070","","5188","4994",""
"06.06.2023 17:30 - 06.06.2023 17:45","15495","15211","","1192","1080","","5281","5130",""
"06.06.2023 17:45 - 06.06.2023 18:00","13975","13742","","1201","1088","","5380","5268",""
"06.06.2023 18:00 - 06.06.2023 18:15","12436","12269","","1207","1095","","5475","5396",""
"06.06.2023 18:15 - 06.06.2023 18:30","10882","10797","","1213","1103","","5582","5532",""
"06.06.2023 18:30 - 06.06.2023 18:45","9349","9320","","1213","1108","","5682","5661",""
"06.06.2023 18:45 - 06.06.2023 19:00","7884","7889","","1219","1111","","5788","5795",""
"06.06.2023 19:00 - 06.06.2023 19:15","6493","6526","","1217","1114","","5879","5899",""
"06.06.2023 19:15 - 06.06.2023 19:30","5215","5247","","1216","1109","","5951","5932",""
"06.06.2023 19:30 - 06.06.2023 19:45","4096","4112","","1220","1109","","6006","5944",""
"06.06.2023 19:45 - 06.06.2023 20:00","3179","3181","","1222","1105","","6021","5898",""
"06.06.2023 20:00 - 06.06.2023 20:15","2429","2398","","1224","1105","","5953","5755",""
"06.06.2023 20:15 - 06.06.2023 20:30","1764","1713","","1224","1092","","5925","5665",""
"06.06.2023 20:30 - 06.06.2023 20:45","1138","1108","","1226","1084","","5961","5630",""
"06.06.2023 20:45 - 06.06.2023 21:00","600","595","","1224","1075","","6049","5642",""
"06.06.2023 21:00 - 06.06.2023 21:15","300","295","","1227","1064","","6183","5687",""
"06.06.2023 21:15 - 06.06.2023 21:30","146","142","","1223","1058","","6298","5759",""
"06.06.2023 21:30 - 06.06.2023 21:45","62","61","","1225","1051","","6390","5800",""
