"MTU (CET/CEST)","Generation - Solar  [MW] Day Ahead/ BZN|DE-LU","Generation - Solar  [MW] Intraday / BZN|DE-LU","Generation - Solar  [MW] Current / BZN|DE-LU","Generation - Wind Offshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore  [MW] Current / BZN|DE-LU","Generation - Wind Onshore  [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore  [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore  [MW] Current / BZN|DE-LU"
"14.12.2023 11:15 - 14.12.2023 11:30","3096","2795","","266","244","","2275","2596",""
"14.12.2023 11:30 - 14.12.2023 11:45","3212","2920","","259","231","","2255","2554",""
"14.12.2023 11:45 - 14.12.2023 12:00","3280","3006","","257","219","","2232","2515",""
"14.12.2023 12:00 - 14.12.2023 12:15","3318","3051","","261","209","","2233","2490",""
"14.12.2023 12:15 - 14.12.2023 12:30","3334","3075","","277","214","","2296","2522",""
"14.12.2023 12:30 - 14.12.2023 12:45","3307","3061","","292","222","","2358","2553",""
"14.12.2023 12:45 - 14.12.2023 13:00","3237","3009","","308","228","","2414","2576",""
"14.12.2023 13:00 - 14.12.2023 13:15","3120","2909","","330","235","","2473","2612",""
"14.12.2023 13:15 - 14.12.2023 13:30","2956","2850","","363","265","","2541","2645",""
"14.12.2023 13:30 - 14.12.2023 13:45","2746","2652","","400","288","","2613","2719",""
"14.12.2023 13:45 - 14.12.2023 14:00","2503","2415","","436","315","","2683","2793",""
"14.12.2023 14:00 - 14.12.2023 14:15","2239","2269","","474","451","","2753","2850",""
"14.12.2023 14:15 - 14.12.2023 14:30","1946","1957","","527","506","","2819","2912",""
"14.12.2023 14:30 - 14.12.2023 14:45","1626","1624","","580","560","","2887","2975",""
"14.12.2023 14:45 - 14.12.2023 15:00","1310","1315","","634","619","","2954","3151",""
"14.12.2023 15:00 - 14.12.2023 15:15","990","995","","693","679","","3020","3190",""
"14.12.2023 15:15 - 14.12.2023 15:30","709","715","","746","743","","3089","3215",""
"14.12.2023 15:30 - 14.12.2023 15:45","458","470","","794","807","","3156","3236",""
"14.12.2023 15:45 - 14.12.2023 16:00","254","271","","852","864","","3221","3408",""
"14.12.2023 16:00 - 14.12.2023 16:15","129","145","","918","919","","3276","3431",""
"14.12.2023 16:15 - 14.12.2023 16:30","66","79","","977","988","","3311","3449",""
"14.12.2023 16:30 - 14.12.2023 16:45","36","42","","1030","1053","","3346","3469",""
"14.12.2023 16:45 - 14.12.2023 17:00","6","8","","1098","1119","","3385","3490",""
"14.12.2023 17:00 - 14.12.2023 17:15","0","0","","1166","1182","","3425","3511",""
"14.12.2023 17:15 - 14.12.2023 17:30","0","0","","1235","1248","","3477","3538",""
"14.12.2023 17:30 - 14.12.2023 17:45","0","0","","1311","1307","","3527","3566",""
"14.12.2023 17:45 - 14.12.2023 18:00","0","0","","1383","1371","","3578","3593",""
"14.12.2023 18:00 - 14.12.2023 18:15","0","0","","1462","1434","","3627","3621",""
"14.12.2023 18:15 - 14.12.2023 18:30","0","0","","1525","1480","","3697","3706",""
"14.12.2023 18:30 - 14.12.2023 18:45","0","0","","1592","1522","","3763","3754",""
"14.12.2023 18:45 - 14.12.2023 19:00","0","0","","1665","1573","","3832","3803",""
"14.12.2023 19:00 - 14.12.2023 19:15","0","0","","1734","1614","","3905","3857",""
"14.12.2023 19:15 - 14.12.2023 19:30","0","0","","1787","1650","","3998","3935",""
"14.12.2023 19:30 - 14.12.2023 19:45","0","0","","1843","1682","","4100","4020",""
"14.12.2023 19:45 - 14.12.2023 20:00","0","0","","1897","1723","","4220","4125",""
"14.12.2023 20:00 - 14.12.2023 20:15","0","0","","1949","1765","","4378","4252",""
"14.12.2023 20:15 - 14.12.2023 20:30","0","0","","2000","1781","","4523","4228",""
"14.12.2023 20:30 - 14.12.2023 20:45","0","0","","2047","1801","","4646","4311",""
"14.12.2023 20:45 - 14.12.2023 21:00","0","0","","2098","1816","","4759","4391",""
"14.12.2023 21:00 - 14.12.2023 21:15","0","0","","2147","1827","","4876","4463",""
"14.12.2023 21:15 - 14.12.2023 21:30","0","0","","2179","1831","","5016","4543",""
"14.12.2023 21:30 - 14.12.2023 21:45","0","0","","2217","1834","","5154","4626",""
"14.12.2023 21:45 - 14.12.2023 22:00","0","0","","2261","1838","","5289","4721",""
"14.12.2023 22:00 - 14.12.2023 22:15","0","0","","2306","1855","","5421","4820",""
"14.12.2023 22:15 - 14.12.2023 22:30","0","0","","2336","1886","","5560","4949",""
"14.12.2023 22:30 - 14.12.2023 22:45","0","0","","2360","1922","","5698","5083",""
"14.12.2023 22:45 - 14.12.2023 23:00","0","0","","2384","1950","","5842","5212",""
"14.12.2023 23:00 - 14.12.2023 23:15","0","0","","2410","1991","","5987","5355",""
"14.12.2023 23:15 - 14.12.2023 23:30","0","0","","2448","2044","","6150","5533",""
"14.12.2023 23:30 - 14.12.2023 23:45","0","0","","2491","2098","","6311","5714",""
"14.12.2023 23:45 - 15.12.2023 00:00","0","0","","2541","2151","","6472","5893",""
"15.12.2023 00:00 - 15.12.2023 00:15","0","0","","2434","2572","","6329","6307",""
"15.12.2023 00:15 - 15.12.2023 00:30","0","0","","2482","2634","","6531","6506",""
"15.12.2023 00:30 - 15.12.2023 00:45","0","0","","2535","2745","","6726","6569",""
"15.12.2023 00:45 - 15.12.2023 01:00","0","0","","2592","2790","","6911","6711",""
"15.12.2023 01:00 - 15.12.2023 01:15","0","0","","2634","2798","","7079","6841",""
"15.12.2023 01:15 - 15.12.2023 01:30","0","0","","2598","2787","","7245","7059",""
"15.12.2023 01:30 - 15.12.2023 01:45","0","0","","2559","2736","","7416","7091",""
"15.12.2023 01:45 - 15.12.2023 02:00","0","0","","2529","2688","","7594","7280",""
"15.12.2023 02:00 - 15.12.2023 02:15","0","0","","2521","2680","","7790","7382",""
"15.12.2023 02:15 - 15.12.2023 02:30","0","0","","2523","2628","","7996","7610",""
"15.12.2023 02:30 - 15.12.2023 02:45","0","0","","2527","2636","","8200","7788",""
"15.12.2023 02:45 - 15.12.2023 03:00","0","0","","2535","2671","","8400","7966",""
"15.12.2023 03:00 - 15.12.2023 03:15","0","0","","2560","2580","","8586","8101",""
"15.12.2023 03:15 - 15.12.2023 03:30","0","0","","2663","2609","","8741","8253",""
"15.12.2023 03:30 - 15.12.2023 03:45","0","0","","2766","2573","","8895","8303",""
"15.12.2023 03:45 - 15.12.2023 04:00","0","0","","2875","2587","","9047","8428",""
"15.12.2023 04:00 - 15.12.2023 04:15","0","0","","2967","2581","","9199","8562",""
"15.12.2023 04:15 - 15.12.2023 04:30","0","0","","3002","2675","","9297","8615",""
"15.12.2023 04:30 - 15.12.2023 04:45","0","0","","3036","2670","","9398","8743",""
"15.12.2023 04:45 - 15.12.2023 05:00","0","0","","3063","2672","","9498","8912",""
"15.12.2023 05:00 - 15.12.2023 05:15","0","0","","3093","2801","","9589","9128",""
"15.12.2023 05:15 - 15.12.2023 05:30","0","0","","3057","2790","","9647","9355",""
"15.12.2023 05:30 - 15.12.2023 05:45","0","0","","3025","2856","","9703","9474",""
"15.12.2023 05:45 - 15.12.2023 06:00","0","0","","2985","2825","","9760","9555",""
"15.12.2023 06:00 - 15.12.2023 06:15","0","0","","2934","2788","","9824","9530",""
"15.12.2023 06:15 - 15.12.2023 06:30","0","0","","2925","2781","","9860","9171",""
"15.12.2023 06:30 - 15.12.2023 06:45","0","0","","2918","2730","","9879","8971",""
"15.12.2023 06:45 - 15.12.2023 07:00","0","0","","2910","2757","","9864","8939",""
"15.12.2023 07:00 - 15.12.2023 07:15","0","0","","2917","2815","","9860","8938",""
"15.12.2023 07:15 - 15.12.2023 07:30","0","0","","2927","2689","","9895","8982",""
"15.12.2023 07:30 - 15.12.2023 07:45","0","0","","2944","2620","","9957","9058",""
"15.12.2023 07:45 - 15.12.2023 08:00","0","0","","2965","2636","","10034","9120",""
"15.12.2023 08:00 - 15.12.2023 08:15","88","63","","2982","2666","","10117","9208",""
"15.12.2023 08:15 - 15.12.2023 08:30","247","177","","3006","2709","","10209","9262",""
"15.12.2023 08:30 - 15.12.2023 08:45","521","417","","3028","2751","","10302","9310",""
"15.12.2023 08:45 - 15.12.2023 09:00","836","697","","3053","2804","","10395","9358",""
"15.12.2023 09:00 - 15.12.2023 09:15","1208","1024","","3088","2753","","10477","9571",""
"15.12.2023 09:15 - 15.12.2023 09:30","1637","1439","","3117","2854","","10534","9642",""
"15.12.2023 09:30 - 15.12.2023 09:45","2122","1894","","3157","2963","","10591","9681",""
"15.12.2023 09:45 - 15.12.2023 10:00","2567","2315","","3199","3063","","10648","9630",""
"15.12.2023 10:00 - 15.12.2023 10:15","2979","2727","","3239","3147","","10691","9665",""
"15.12.2023 10:15 - 15.12.2023 10:30","3366","3127","","3256","3175","","10643","9676",""
"15.12.2023 10:30 - 15.12.2023 10:45","3697","3491","","3279","3198","","10592","9686",""
"15.12.2023 10:45 - 15.12.2023 11:00","3971","3787","","3305","3219","","10493","9658",""
"15.12.2023 11:00 - 15.12.2023 11:15","4180","4042","","3333","3246","","10405","9685",""
"15.12.2023 11:15 - 15.12.2023 11:30","4328","4231","","3385","3319","","10382","9697",""
"15.12.2023 11:30 - 15.12.2023 11:45","4397","4300","","3443","3386","","10360","9752",""
"15.12.2023 11:45 - 15.12.2023 12:00","4391","4287","","3500","3461","","10336","9809",""
"15.12.2023 12:00 - 15.12.2023 12:15","4354","4243","","3568","3532","","10311","9875",""
"15.12.2023 12:15 - 15.12.2023 12:30","4286","4161","","3679","3598","","10328","9974",""
"15.12.2023 12:30 - 15.12.2023 12:45","4172","4022","","3793","3668","","10351","10082",""
"15.12.2023 12:45 - 15.12.2023 13:00","4006","3832","","3897","3733","","10374","10191",""
"15.12.2023 13:00 - 15.12.2023 13:15","3818","3623","","3993","3801","","10419","10252",""
"15.12.2023 13:15 - 15.12.2023 13:30","3581","3393","","4047","3863","","10510","10157",""
"15.12.2023 13:30 - 15.12.2023 13:45","3312","3137","","4107","3919","","10608","10176",""
"15.12.2023 13:45 - 15.12.2023 14:00","3003","2853","","4171","3979","","10704","10200",""
"15.12.2023 14:00 - 15.12.2023 14:15","2673","2678","","4225","4208","","10819","10349",""
"15.12.2023 14:15 - 15.12.2023 14:30","2313","2317","","4282","4244","","10931","10431",""
"15.12.2023 14:30 - 15.12.2023 14:45","1923","1929","","4344","4280","","11048","10518",""
"15.12.2023 14:45 - 15.12.2023 15:00","1546","1602","","4410","4321","","11163","10745",""
"15.12.2023 15:00 - 15.12.2023 15:15","1190","1235","","4467","4352","","11293","10849",""
"15.12.2023 15:15 - 15.12.2023 15:30","851","886","","4460","4339","","11469","11066",""
"15.12.2023 15:30 - 15.12.2023 15:45","549","575","","4452","4329","","11659","11292",""
"15.12.2023 15:45 - 15.12.2023 16:00","313","319","","4452","4307","","11842","11383",""
"15.12.2023 16:00 - 15.12.2023 16:15","152","158","","4456","4306","","12016","11620",""
"15.12.2023 16:15 - 15.12.2023 16:30","67","71","","4471","4328","","12157","11837",""
"15.12.2023 16:30 - 15.12.2023 16:45","30","33","","4479","4354","","12310","12059",""
"15.12.2023 16:45 - 15.12.2023 17:00","10","10","","4496","4381","","12463","12286",""
"15.12.2023 17:00 - 15.12.2023 17:15","0","0","","4504","4394","","12605","12522",""
"15.12.2023 17:15 - 15.12.2023 17:30","0","0","","4505","4380","","12745","12732",""
"15.12.2023 17:30 - 15.12.2023 17:45","0","0","","4504","4357","","12889","12944",""
"15.12.2023 17:45 - 15.12.2023 18:00","0","0","","4509","4344","","13034","13154",""
"15.12.2023 18:00 - 15.12.2023 18:15","0","0","","4507","4338","","13189","13303",""
"15.12.2023 18:15 - 15.12.2023 18:30","0","0","","4518","4384","","13315","13392",""
"15.12.2023 18:30 - 15.12.2023 18:45","0","0","","4522","4417","","13429","13446",""
"15.12.2023 18:45 - 15.12.2023 19:00","0","0","","4526","4463","","13544","13497",""
"15.12.2023 19:00 - 15.12.2023 19:15","0","0","","4513","4498","","13644","13526",""
"15.12.2023 19:15 - 15.12.2023 19:30","0","0","","4533","4556","","13691","13519",""
"15.12.2023 19:30 - 15.12.2023 19:45","0","0","","4566","4608","","13767","13531",""
"15.12.2023 19:45 - 15.12.2023 20:00","0","0","","4600","4664","","13909","13626",""
"15.12.2023 20:00 - 15.12.2023 20:15","0","0","","4638","4724","","14062","13730",""
"15.12.2023 20:15 - 15.12.2023 20:30","0","0","","4686","4782","","14134","13650",""
"15.12.2023 20:30 - 15.12.2023 20:45","0","0","","4734","4837","","14138","13717",""
"15.12.2023 20:45 - 15.12.2023 21:00","0","0","","4776","4897","","14111","13771",""
"15.12.2023 21:00 - 15.12.2023 21:15","0","0","","4821","4955","","14074","13819",""
"15.12.2023 21:15 - 15.12.2023 21:30","0","0","","4840","5016","","14052","13885",""
"15.12.2023 21:30 - 15.12.2023 21:45","0","0","","4856","5072","","14027","13947",""
"15.12.2023 21:45 - 15.12.2023 22:00","0","0","","4873","5131","","14002","14000",""
"15.12.2023 22:00 - 15.12.2023 22:15","0","0","","4929","5216","","13926","13987",""
"15.12.2023 22:15 - 15.12.2023 22:30","0","0","","5000","5294","","13976","14038",""
"15.12.2023 22:30 - 15.12.2023 22:45","0","0","","5073","5365","","14024","14090",""
"15.12.2023 22:45 - 15.12.2023 23:00","0","0","","5142","5442","","14072","14138",""
"15.12.2023 23:00 - 15.12.2023 23:15","0","0","","5213","5507","","14164","14223",""
"15.12.2023 23:15 - 15.12.2023 23:30","0","0","","5289","5574","","14340","14365",""
"15.12.2023 23:30 - 15.12.2023 23:45","0","0","","5362","5641","","14517","14505",""
"15.12.2023 23:45 - 16.12.2023 00:00","0","0","","5442","5710","","14691","14647",""
"16.12.2023 00:00 - 16.12.2023 00:15","0","0","","5437","4366","","14687","15529",""
"16.12.2023 00:15 - 16.12.2023 00:30","0","0","","5517","4457","","14796","15727",""
"16.12.2023 00:30 - 16.12.2023 00:45","0","0","","5595","4528","","14901","15940",""
"16.12.2023 00:45 - 16.12.2023 01:00","0","0","","5671","4618","","15000","16153",""
"16.12.2023 01:00 - 16.12.2023 01:15","0","0","","5751","4625","","15078","16217",""
"16.12.2023 01:15 - 16.12.2023 01:30","0","0","","5800","4771","","15139","16392",""
"16.12.2023 01:30 - 16.12.2023 01:45","0","0","","5842","4706","","15202","16242",""
"16.12.2023 01:45 - 16.12.2023 02:00","0","0","","5887","4876","","15267","16508",""
"16.12.2023 02:00 - 16.12.2023 02:15","0","0","","5926","4868","","15329","16688",""
"16.12.2023 02:15 - 16.12.2023 02:30","0","0","","5968","4921","","15394","16813",""
"16.12.2023 02:30 - 16.12.2023 02:45","0","0","","6012","5015","","15459","16893",""
"16.12.2023 02:45 - 16.12.2023 03:00","0","0","","6053","5022","","15523","16904",""
"16.12.2023 03:00 - 16.12.2023 03:15","0","0","","6092","5086","","15580","16950",""
"16.12.2023 03:15 - 16.12.2023 03:30","0","0","","6132","5111","","15636","16710",""
"16.12.2023 03:30 - 16.12.2023 03:45","0","0","","6166","5180","","15692","16861",""
"16.12.2023 03:45 - 16.12.2023 04:00","0","0","","6133","5272","","15751","16991",""
"16.12.2023 04:00 - 16.12.2023 04:15","0","0","","6149","5383","","15821","17286",""
"16.12.2023 04:15 - 16.12.2023 04:30","0","0","","6151","5435","","15913","17456",""
"16.12.2023 04:30 - 16.12.2023 04:45","0","0","","6157","5461","","16006","17773",""
"16.12.2023 04:45 - 16.12.2023 05:00","0","0","","6161","5430","","16102","18047",""
"16.12.2023 05:00 - 16.12.2023 05:15","0","0","","6123","5362","","16216","18167",""
"16.12.2023 05:15 - 16.12.2023 05:30","0","0","","6111","5309","","16365","18337",""
"16.12.2023 05:30 - 16.12.2023 05:45","0","0","","6096","5247","","16510","18405",""
"16.12.2023 05:45 - 16.12.2023 06:00","0","0","","6082","5219","","16662","18362",""
"16.12.2023 06:00 - 16.12.2023 06:15","0","0","","6045","5210","","16936","18501",""
"16.12.2023 06:15 - 16.12.2023 06:30","0","0","","6046","5122","","17126","18751",""
"16.12.2023 06:30 - 16.12.2023 06:45","0","0","","6053","5102","","17305","19027",""
"16.12.2023 06:45 - 16.12.2023 07:00","0","0","","6142","5061","","17449","19102",""
"16.12.2023 07:00 - 16.12.2023 07:15","0","0","","6143","5068","","17595","19326",""
"16.12.2023 07:15 - 16.12.2023 07:30","0","0","","6156","5077","","17770","19669",""
"16.12.2023 07:30 - 16.12.2023 07:45","0","0","","6169","5099","","17989","19875",""
"16.12.2023 07:45 - 16.12.2023 08:00","0","0","","6062","5115","","18219","20017",""
"16.12.2023 08:00 - 16.12.2023 08:15","99","113","","6066","5148","","18420","20170",""
"16.12.2023 08:15 - 16.12.2023 08:30","269","287","","6073","5191","","18606","20351",""
"16.12.2023 08:30 - 16.12.2023 08:45","605","664","","6074","5224","","18784","20549",""
"16.12.2023 08:45 - 16.12.2023 09:00","1028","1160","","6078","5263","","18964","20798",""
"16.12.2023 09:00 - 16.12.2023 09:15","1556","1773","","6083","5284","","19146","21371",""
"16.12.2023 09:15 - 16.12.2023 09:30","2190","2523","","6097","5329","","19263","21334",""
"16.12.2023 09:30 - 16.12.2023 09:45","2910","3288","","6107","5363","","19380","21298",""
"16.12.2023 09:45 - 16.12.2023 10:00","3586","4158","","6114","5391","","19496","21295",""
"16.12.2023 10:00 - 16.12.2023 10:15","4235","4969","","6118","5436","","19607","21289",""
"16.12.2023 10:15 - 16.12.2023 10:30","4846","5691","","6110","5630","","19641","21266",""
"16.12.2023 10:30 - 16.12.2023 10:45","5396","6337","","6108","5667","","19672","21244",""
"16.12.2023 10:45 - 16.12.2023 11:00","5879","6934","","6104","5704","","19703","21144",""
"16.12.2023 11:00 - 16.12.2023 11:15","6284","7413","","6099","5754","","19740","21159",""
"16.12.2023 11:15 - 16.12.2023 11:30","6593","7797","","6088","5769","","19791","21119",""
"16.12.2023 11:30 - 16.12.2023 11:45","6806","8086","","6057","5786","","19834","20962",""
"16.12.2023 11:45 - 16.12.2023 12:00","6909","8221","","6050","5802","","19877","20936",""
"16.12.2023 12:00 - 16.12.2023 12:15","6946","8277","","6040","5741","","19902","20930",""
"16.12.2023 12:15 - 16.12.2023 12:30","6926","8256","","6042","5734","","19916","20982",""
"16.12.2023 12:30 - 16.12.2023 12:45","6834","8151","","6039","5734","","19939","21042",""
"16.12.2023 12:45 - 16.12.2023 13:00","6662","7924","","6041","5735","","19981","21121",""
"16.12.2023 13:00 - 16.12.2023 13:15","6407","7593","","6041","5743","","20057","21213",""
"16.12.2023 13:15 - 16.12.2023 13:30","6078","7206","","6043","5755","","20153","21588",""
"16.12.2023 13:30 - 16.12.2023 13:45","5685","6790","","6039","5761","","20231","21689",""
"16.12.2023 13:45 - 16.12.2023 14:00","5218","6174","","6041","5767","","20299","21778",""
"16.12.2023 14:00 - 16.12.2023 14:15","4677","5616","","6041","6155","","20368","21460",""
"16.12.2023 14:15 - 16.12.2023 14:30","4061","4852","","6045","6164","","20509","21590",""
"16.12.2023 14:30 - 16.12.2023 14:45","3385","4023","","6048","6173","","20654","21726",""
"16.12.2023 14:45 - 16.12.2023 15:00","2733","3263","","6053","6176","","20798","22076",""
"16.12.2023 15:00 - 16.12.2023 15:15","2092","2468","","6054","6162","","20959","22203",""
"16.12.2023 15:15 - 16.12.2023 15:30","1509","1753","","6168","6141","","21167","22352",""
"16.12.2023 15:30 - 16.12.2023 15:45","968","1110","","6171","6131","","21378","22500",""
"16.12.2023 15:45 - 16.12.2023 16:00","531","611","","6173","6120","","21584","22606",""
"16.12.2023 16:00 - 16.12.2023 16:15","235","253","","6170","6133","","21811","22783",""
"16.12.2023 16:15 - 16.12.2023 16:30","93","90","","6162","6108","","22092","23009",""
"16.12.2023 16:30 - 16.12.2023 16:45","40","38","","6151","6092","","22378","23255",""
"16.12.2023 16:45 - 16.12.2023 17:00","14","12","","5895","6131","","22659","23484",""
"16.12.2023 17:00 - 16.12.2023 17:15","0","0","","5888","6015","","22915","23682",""
"16.12.2023 17:15 - 16.12.2023 17:30","0","0","","5886","5998","","23117","23819",""
"16.12.2023 17:30 - 16.12.2023 17:45","0","0","","5885","5982","","23319","23956",""
"16.12.2023 17:45 - 16.12.2023 18:00","0","0","","5880","5933","","23523","24094",""
"16.12.2023 18:00 - 16.12.2023 18:15","0","0","","5879","5864","","23719","24227",""
