date,solar_forecastAT,windonshore_forecastAT,solar_forecastBE,windoffshore_forecastBE,windonshore_forecastBE,solar_forecastGER,windoffshore_forecastGER,windonshore_forecastGER,solar_forecastNL,windoffshore_forecastNL,windonshore_forecastNL
2021-01-26 03:00:00,0,1614.0,0,1898.0,1004.0,0.0,1264.5,13522.5,0.0,861.0,1919.5
2021-01-26 04:00:00,0,1694.0,0,1844.0,985.0,0.0,1278.0,14120.5,0.0,852.75,1754.5
2021-01-26 05:00:00,0,1742.0,0,1780.0,948.0,0.0,1269.25,14535.75,0.0,830.5,1517.5
2021-01-26 06:00:00,0,1806.0,0,1667.0,897.0,0.0,1245.0,14812.0,0.0,774.25,1177.25
2021-01-26 07:00:00,2,1812.0,0,1453.0,811.0,0.5,1209.5,14326.5,8.75,647.75,804.25
2021-01-26 08:00:00,21,1738.0,13,1174.0,710.0,304.5,1176.25,13655.0,337.5,509.25,507.5
2021-01-26 09:00:00,82,1744.0,203,931.0,609.0,1332.25,1108.25,12972.75,1028.5,359.0,313.5
2021-01-26 10:00:00,192,1856.0,520,676.0,481.0,2645.5,1095.0,12391.5,1441.5,273.25,238.0
2021-01-26 11:00:00,287,1958.0,880,462.0,384.0,3785.0,1157.0,11950.25,1727.75,223.5,223.0
2021-01-26 12:00:00,323,1983.0,1149,376.0,341.0,4291.25,1275.75,11778.0,1790.0,212.5,234.25
2021-01-26 13:00:00,316,2006.0,1144,345.0,320.0,4008.25,1416.5,11763.25,1555.5,221.0,275.5
2021-01-26 14:00:00,265,1984.0,883,327.0,307.0,3046.25,1645.0,11666.75,1073.5,252.25,312.25
2021-01-26 15:00:00,157,1843.0,566,345.0,305.0,1660.0,1844.75,11457.75,518.5,277.5,365.25
2021-01-26 16:00:00,46,1738.0,194,478.0,341.0,440.5,1966.75,11666.5,119.25,301.0,425.25
2021-01-26 17:00:00,4,1742.0,7,609.0,393.0,1.5,1999.5,12422.0,0.25,348.75,517.75
2021-01-26 18:00:00,0,1758.0,0,661.0,422.0,0.0,2027.5,13170.25,0.0,412.5,607.0
2021-01-26 19:00:00,0,1742.0,0,824.0,452.0,0.0,2148.25,13746.5,0.0,485.0,684.75
2021-01-26 20:00:00,0,1770.0,0,1013.0,499.0,0.0,2284.0,13817.75,0.0,546.75,789.25
2021-01-26 21:00:00,0,1878.0,0,1151.0,534.0,0.0,2435.25,13666.5,0.0,634.0,915.0
2021-01-26 22:00:00,0,2008.0,0,1222.0,549.0,0.0,2640.25,13513.25,0.0,715.25,1050.5
2021-01-26 23:00:00,0,2103.0,0,1214.0,580.0,0.0,2805.0,13560.0,0.0,786.75,1154.25
2021-01-27 00:00:00,0,1759.0,0,1817.0,886.0,0.0,2443.25,12039.0,0.0,767.75,1262.5
2021-01-27 01:00:00,0,1823.0,0,1833.0,947.0,0.0,2724.25,11707.0,0.0,778.0,1312.5
2021-01-27 02:00:00,0,1869.0,0,1770.0,982.0,0.0,3245.0,11435.0,0.0,782.0,1373.75
2021-01-27 03:00:00,0,1814.0,0,1680.0,1004.0,0.0,3790.75,11269.5,0.0,786.0,1396.0
2021-01-27 04:00:00,0,1797.0,0,1533.0,989.0,0.0,4018.5,11114.0,0.0,776.5,1334.5
2021-01-27 05:00:00,0,1898.0,0,1360.0,933.0,0.0,4091.25,10962.5,0.0,750.25,1221.25
2021-01-27 06:00:00,0,1966.0,0,1180.0,862.0,0.0,4140.5,10752.75,0.0,684.75,1084.0
2021-01-27 07:00:00,4,1924.0,0,983.0,780.0,1.0,4069.25,10396.25,8.5,608.25,1001.25
2021-01-27 08:00:00,34,1787.0,5,916.0,702.0,363.25,3889.75,10329.75,31.75,544.5,925.0
2021-01-27 09:00:00,117,1558.0,51,879.0,625.0,1425.75,3618.75,10306.75,69.25,502.0,828.25
2021-01-27 10:00:00,194,1416.0,141,786.0,548.0,2805.75,3235.75,10037.5,134.0,502.0,770.25
2021-01-27 11:00:00,256,1345.0,241,754.0,490.0,3922.0,2766.5,9710.5,209.5,442.25,728.75
2021-01-27 12:00:00,290,1243.0,311,746.0,450.0,4351.75,2264.75,9396.5,273.5,432.75,691.25
2021-01-27 13:00:00,282,1078.0,334,700.0,399.0,3932.75,1860.75,8963.25,270.75,493.25,685.5
2021-01-27 14:00:00,215,864.0,298,640.0,344.0,2776.5,1693.75,8586.5,192.5,559.5,725.25
2021-01-27 15:00:00,115,606.0,207,574.0,325.0,1366.75,1773.5,8431.0,99.5,567.0,781.0
2021-01-27 16:00:00,31,384.0,74,507.0,349.0,335.5,2021.75,8872.0,28.25,523.5,824.75
2021-01-27 17:00:00,2,308.0,4,452.0,369.0,0.75,2324.5,9956.75,0.0,472.25,823.5
2021-01-27 18:00:00,0,304.0,0,357.0,346.0,0.0,2722.5,11371.75,0.0,445.25,838.25
2021-01-27 19:00:00,0,321.0,0,250.0,307.0,0.0,2980.5,12686.25,0.0,381.0,748.25
2021-01-27 20:00:00,0,352.0,0,165.0,264.0,0.0,3091.5,13418.0,0.0,295.0,673.0
2021-01-27 21:00:00,0,394.0,0,90.0,208.0,0.0,3127.25,14006.5,0.0,217.5,554.5
2021-01-27 22:00:00,0,425.0,0,41.0,146.0,0.0,3172.5,14495.25,0.0,167.0,387.0
2021-01-27 23:00:00,0,448.0,0,12.0,93.0,0.0,3074.75,14958.5,0.0,122.5,259.75
2021-01-28 00:00:00,0,323.0,0,9.0,139.0,0.0,1412.25,12743.5,0.0,37.0,118.0
2021-01-28 01:00:00,0,322.0,0,11.0,119.0,0.0,1299.75,12137.25,0.0,22.75,42.75
2021-01-28 02:00:00,0,341.0,0,32.0,115.0,0.0,1012.75,11241.25,0.0,29.75,24.25
2021-01-28 03:00:00,0,376.0,0,118.0,126.0,0.0,838.25,10313.0,0.0,54.25,30.5
2021-01-28 04:00:00,0,399.0,0,227.0,148.0,0.0,776.0,9345.5,0.0,78.75,50.75
2021-01-28 05:00:00,0,407.0,0,276.0,187.0,0.0,810.25,8369.0,0.0,119.75,92.25
2021-01-28 06:00:00,0,422.0,0,315.0,235.0,0.0,873.75,7411.25,0.0,220.75,165.5
2021-01-28 07:00:00,1,446.0,0,343.0,302.0,0.75,958.0,6490.5,6.0,309.25,284.25
2021-01-28 08:00:00,36,441.0,3,417.0,398.0,194.75,1085.25,5987.0,23.25,407.5,449.5
2021-01-28 09:00:00,133,392.0,25,815.0,506.0,790.5,1241.75,5739.5,43.25,447.5,618.0
2021-01-28 10:00:00,223,348.0,59,1405.0,623.0,1536.5,1410.5,5641.0,68.5,474.75,709.0
2021-01-28 11:00:00,298,325.0,99,1774.0,777.0,2152.5,1590.75,5780.75,92.25,490.5,856.5
2021-01-28 12:00:00,317,306.0,138,1974.0,979.0,2441.5,1664.25,6254.0,102.25,488.5,938.0
2021-01-28 13:00:00,278,304.0,156,2031.0,1166.0,2297.5,1555.5,6922.5,99.5,524.5,1029.25
2021-01-28 14:00:00,204,331.0,139,2039.0,1287.0,1690.25,1508.0,7570.75,78.0,600.0,1109.75
2021-01-28 15:00:00,103,395.0,102,2036.0,1352.0,882.0,1531.75,8346.5,43.25,650.5,1176.0
2021-01-28 16:00:00,26,492.0,40,2012.0,1349.0,235.75,1555.5,9163.5,10.0,626.25,1169.75
2021-01-28 17:00:00,1,579.0,3,1957.0,1288.0,0.75,1568.5,9902.0,0.0,590.25,1109.25
2021-01-28 18:00:00,0,646.0,0,1878.0,1208.0,0.0,1603.0,10572.25,0.0,592.25,1077.25
2021-01-28 19:00:00,0,708.0,0,1784.0,1130.0,0.0,1634.25,11068.75,0.0,604.0,1009.0
2021-01-28 20:00:00,0,733.0,0,1642.0,1045.0,0.0,1644.75,10931.5,0.0,591.5,909.25
2021-01-28 21:00:00,0,726.0,0,1464.0,953.0,0.0,1677.5,10560.5,0.0,551.5,813.5
2021-01-28 22:00:00,0,704.0,0,1341.0,854.0,0.0,1662.5,10012.0,0.0,470.75,677.75
2021-01-28 23:00:00,0,736.0,0,1269.0,744.0,0.0,1642.5,9515.0,0.0,398.75,589.75
2021-01-29 00:00:00,0,826.0,0,1544.0,729.0,0.0,4145.5,8126.5,0.0,550.5,913.0
2021-01-29 01:00:00,0,990.0,0,1778.0,860.0,0.0,4872.0,8422.5,0.0,645.5,1081.25
2021-01-29 02:00:00,0,1239.0,0,1936.0,1074.0,0.0,5379.5,9217.75,0.0,749.25,1290.0
2021-01-29 03:00:00,0,1492.0,0,2020.0,1262.0,0.0,5666.75,10296.5,0.0,805.25,1514.5
2021-01-29 04:00:00,0,1644.0,0,2074.0,1374.0,0.0,5766.5,11573.5,0.0,850.0,1725.75
2021-01-29 05:00:00,0,1521.0,0,2096.0,1452.0,0.0,5800.25,13330.5,0.0,866.25,1958.25
2021-01-29 06:00:00,0,970.0,0,2101.0,1499.0,0.0,5672.0,15549.75,0.0,882.25,2171.25
2021-01-29 07:00:00,0,420.0,0,2096.0,1492.0,1.0,5570.0,17577.75,12.5,872.5,2191.5
2021-01-29 08:00:00,20,230.0,8,2083.0,1445.0,286.75,5557.5,19366.25,168.0,861.25,2105.0
2021-01-29 09:00:00,53,236.0,98,2057.0,1390.0,1171.0,5484.25,20658.75,419.75,853.0,2059.0
2021-01-29 10:00:00,83,316.0,238,2022.0,1358.0,2352.5,5411.0,21288.0,528.0,845.0,1962.75
2021-01-29 11:00:00,121,438.0,319,2046.0,1352.0,3534.25,5369.0,21370.5,676.0,833.0,1857.25
2021-01-29 12:00:00,146,569.0,366,2075.0,1367.0,4233.0,5344.75,21080.25,740.75,815.25,1746.25
2021-01-29 13:00:00,128,680.0,363,2053.0,1381.0,4107.25,5304.25,20217.75,615.75,790.5,1612.5
2021-01-29 14:00:00,88,803.0,282,1994.0,1329.0,3165.0,5217.25,19093.5,395.0,779.0,1503.0
2021-01-29 15:00:00,43,1026.0,160,1918.0,1230.0,1742.75,5318.75,18046.0,196.75,794.75,1456.5
2021-01-29 16:00:00,13,1426.0,49,1887.0,1149.0,493.0,5347.0,17067.0,57.5,845.75,1547.0
2021-01-29 17:00:00,2,1908.0,3,1903.0,1094.0,3.5,5263.0,16108.75,1.0,861.0,1765.0
2021-01-29 18:00:00,0,2183.0,0,1892.0,1033.0,0.0,5138.25,15562.5,0.0,862.75,1960.5
2021-01-29 19:00:00,0,2242.0,0,1882.0,992.0,0.0,4978.75,15645.5,0.0,857.0,1992.75
2021-01-29 20:00:00,0,2214.0,0,1861.0,986.0,0.0,4802.5,15545.5,0.0,847.5,2014.25
2021-01-29 21:00:00,0,2204.0,0,1705.0,982.0,0.0,4566.5,15419.0,0.0,832.25,2012.75
2021-01-29 22:00:00,0,2216.0,0,1388.0,918.0,0.0,4325.5,15283.75,0.0,803.25,1828.0
2021-01-29 23:00:00,0,2148.0,0,965.0,788.0,0.0,3857.25,15514.25,0.0,725.75,1588.75
2021-01-30 00:00:00,0,2372.0,0,1105.0,738.0,0.0,3770.75,16727.75,0.0,492.5,855.75
2021-01-30 01:00:00,0,2340.0,0,704.0,650.0,0.0,3341.75,16709.75,0.0,446.75,759.25
2021-01-30 02:00:00,0,2306.0,0,471.0,545.0,0.0,3127.0,16343.25,0.0,397.75,644.75
2021-01-30 03:00:00,0,2240.0,0,426.0,442.0,0.0,2983.5,15649.0,0.0,366.25,538.75
2021-01-30 04:00:00,0,2158.0,0,664.0,373.0,0.0,2700.25,14739.0,0.0,414.0,532.0
2021-01-30 05:00:00,0,2104.0,0,1170.0,351.0,0.0,2352.5,13612.5,0.0,460.5,558.0
2021-01-30 06:00:00,0,2076.0,0,1593.0,372.0,0.0,2035.25,12390.75,0.0,526.75,604.25
2021-01-30 07:00:00,2,2085.0,0,1794.0,418.0,1.75,1735.25,10766.0,15.0,566.0,713.25
2021-01-30 08:00:00,46,2005.0,7,1863.0,488.0,366.5,1384.0,9165.75,250.0,599.75,795.75
2021-01-30 09:00:00,139,1819.0,55,1902.0,580.0,1487.75,1023.0,7517.75,686.75,618.0,893.25
2021-01-30 10:00:00,219,1792.0,126,1926.0,668.0,2860.5,764.5,5949.25,904.5,625.0,991.5
2021-01-30 11:00:00,256,1828.0,192,1920.0,735.0,3843.75,627.75,4896.5,1058.25,634.75,1081.5
2021-01-30 12:00:00,257,1785.0,229,1907.0,800.0,4169.0,553.25,4281.0,1096.5,634.75,1117.25
2021-01-30 13:00:00,231,1712.0,228,1896.0,845.0,3855.25,518.75,4037.25,1003.5,637.25,1131.75
2021-01-30 14:00:00,156,1628.0,190,1885.0,868.0,2942.25,515.75,4085.5,778.75,643.0,1122.5
2021-01-30 15:00:00,72,1552.0,119,1906.0,909.0,1643.75,509.5,4303.5,435.75,661.25,1059.5
2021-01-30 16:00:00,20,1470.0,44,1951.0,970.0,486.75,547.5,4710.5,119.5,680.25,1052.0
2021-01-30 17:00:00,2,1364.0,3,1979.0,1011.0,2.0,627.75,5318.75,2.0,706.0,1108.5
2021-01-30 18:00:00,0,1209.0,0,1989.0,1029.0,0.0,710.5,6098.5,0.0,701.0,1124.25
2021-01-30 19:00:00,0,994.0,0,1997.0,1041.0,0.0,780.25,6820.0,0.0,684.75,1048.5
2021-01-30 20:00:00,0,830.0,0,1988.0,1025.0,0.0,860.0,7100.25,0.0,659.0,961.0
2021-01-30 21:00:00,0,730.0,0,1960.0,987.0,0.0,1003.0,7259.75,0.0,596.5,823.5
2021-01-30 22:00:00,0,665.0,0,1907.0,930.0,0.0,1252.75,7406.75,0.0,520.25,699.0
2021-01-30 23:00:00,0,655.0,0,1827.0,850.0,0.0,1529.25,7601.5,0.0,447.0,598.5
2021-01-31 00:00:00,0,338.0,0,2005.0,913.0,0.0,1063.0,7392.75,0.0,599.0,910.0
2021-01-31 01:00:00,0,312.0,0,1963.0,851.0,0.0,1286.0,7176.5,0.0,568.75,812.75
2021-01-31 02:00:00,0,300.0,0,1912.0,794.0,0.0,1495.25,7084.75,0.0,536.25,734.0
2021-01-31 03:00:00,0,270.0,0,1851.0,737.0,0.0,1651.75,7098.0,0.0,490.5,667.75
2021-01-31 04:00:00,0,242.0,0,1811.0,695.0,0.0,1668.25,7149.0,0.0,438.75,577.5
2021-01-31 05:00:00,0,239.0,0,1792.0,666.0,0.0,1676.25,7242.0,0.0,382.75,481.25
2021-01-31 06:00:00,0,222.0,0,1761.0,643.0,0.0,1670.0,7344.5,0.0,348.0,388.75
2021-01-31 07:00:00,2,205.0,0,1698.0,612.0,3.75,1656.0,7212.5,25.75,302.0,324.75
2021-01-31 08:00:00,18,184.0,30,1580.0,567.0,962.75,1584.25,7156.75,870.75,257.25,276.25
2021-01-31 09:00:00,88,155.0,307,1404.0,486.0,3903.75,1477.75,6750.5,2469.5,221.75,230.0
2021-01-31 10:00:00,204,126.0,633,1169.0,379.0,7426.5,1388.75,5735.25,3019.25,206.0,212.25
2021-01-31 11:00:00,318,98.0,942,966.0,313.0,10312.25,1314.25,4668.75,3171.25,203.5,206.5
2021-01-31 12:00:00,354,78.0,1178,803.0,283.0,11687.5,1269.0,3939.75,2974.25,203.0,217.25
2021-01-31 13:00:00,329,71.0,1153,717.0,269.0,10900.25,1238.25,3456.5,2491.25,229.25,255.75
2021-01-31 14:00:00,254,72.0,923,678.0,257.0,8330.25,1204.0,3136.5,1776.5,256.25,297.5
2021-01-31 15:00:00,146,75.0,619,640.0,249.0,4610.5,1128.0,3070.0,930.0,308.0,378.5
2021-01-31 16:00:00,44,89.0,242,728.0,273.0,1296.25,1026.75,3629.0,255.0,397.25,559.25
2021-01-31 17:00:00,4,116.0,13,913.0,337.0,6.25,912.0,4740.75,7.25,519.25,798.25
2021-01-31 18:00:00,0,152.0,0,1095.0,396.0,0.0,812.25,5979.25,0.0,602.0,994.75
2021-01-31 19:00:00,0,182.0,0,1185.0,423.0,0.0,732.75,7136.75,0.0,632.0,1046.0
2021-01-31 20:00:00,0,204.0,0,1090.0,412.0,0.0,650.75,7804.0,0.0,641.0,1075.0
2021-01-31 21:00:00,0,231.0,0,902.0,390.0,0.0,626.75,8272.0,0.0,627.0,1086.25
2021-01-31 22:00:00,0,255.0,0,729.0,369.0,0.0,656.75,8586.5,0.0,594.75,1037.5
2021-01-31 23:00:00,0,274.0,0,585.0,344.0,0.0,726.75,8831.5,0.0,572.0,986.25
2021-02-01 00:00:00,0,148.0,0,593.0,306.0,0.0,1539.75,10751.75,0.0,548.25,1017.25
2021-02-01 01:00:00,0,169.0,0,463.0,267.0,0.0,1679.75,10804.5,0.0,538.5,994.25
2021-02-01 02:00:00,0,172.0,0,362.0,227.0,0.0,1878.5,10977.0,0.0,531.25,975.75
2021-02-01 03:00:00,0,172.0,0,278.0,192.0,0.0,2073.5,11354.0,0.0,518.25,928.75
2021-02-01 04:00:00,0,177.0,0,197.0,159.0,0.0,2277.0,11766.5,0.0,465.25,812.25
2021-02-01 05:00:00,0,189.0,0,141.0,128.0,0.0,2516.5,12075.25,0.0,394.5,711.5
2021-02-01 06:00:00,0,196.0,0,104.0,98.0,0.0,2706.5,12338.0,0.0,360.5,607.0
2021-02-01 07:00:00,1,202.0,0,68.0,73.0,5.75,2817.75,12230.0,15.25,319.75,515.75
2021-02-01 08:00:00,46,198.0,9,48.0,53.0,537.5,2837.75,12043.5,68.5,275.25,444.5
2021-02-01 09:00:00,175,185.0,74,46.0,38.0,1829.5,2735.75,11297.75,142.0,231.0,362.5
2021-02-01 10:00:00,332,222.0,168,48.0,35.0,3289.5,2483.25,9757.0,212.75,171.0,264.75
2021-02-01 11:00:00,452,335.0,254,48.0,41.0,4304.5,2157.75,8024.0,284.5,121.25,182.75
2021-02-01 12:00:00,510,476.0,314,59.0,53.0,4456.0,1811.0,6697.75,350.0,85.75,124.75
2021-02-01 13:00:00,488,575.0,333,91.0,65.0,3886.75,1510.25,5778.25,360.5,82.75,119.0
2021-02-01 14:00:00,394,607.0,296,135.0,83.0,2709.75,1278.25,5274.5,279.5,86.75,126.75
2021-02-01 15:00:00,238,627.0,192,160.0,103.0,1407.75,1132.5,5153.5,157.0,94.25,121.25
2021-02-01 16:00:00,78,727.0,72,179.0,122.0,416.0,1037.75,5229.25,50.25,106.5,113.25
2021-02-01 17:00:00,8,876.0,6,170.0,132.0,23.75,963.0,5227.25,3.5,116.75,114.5
2021-02-01 18:00:00,0,991.0,0,155.0,144.0,0.0,894.25,5032.5,0.0,118.5,111.25
2021-02-01 19:00:00,0,1051.0,0,138.0,151.0,0.0,817.0,4820.25,0.0,108.5,103.5
2021-02-01 20:00:00,0,1080.0,0,109.0,136.0,0.0,735.0,4403.25,0.0,94.5,95.75
2021-02-01 21:00:00,0,1060.0,0,74.0,109.0,0.0,661.25,4156.5,0.0,65.5,74.5
2021-02-01 22:00:00,0,977.0,0,30.0,90.0,0.0,570.75,4105.75,0.0,30.25,35.5
2021-02-01 23:00:00,0,854.0,0,12.0,74.0,0.0,462.5,4223.5,0.0,13.5,19.75
2021-02-02 00:00:00,0,647.0,0,7.0,88.0,0.0,399.25,4899.0,0.0,10.5,19.0
2021-02-02 01:00:00,0,592.0,0,14.0,93.0,0.0,333.75,5173.0,0.0,15.75,19.75
2021-02-02 02:00:00,0,540.0,0,26.0,99.0,0.0,257.5,5445.0,0.0,21.5,26.75
2021-02-02 03:00:00,0,498.0,0,53.0,110.0,0.0,192.75,5617.5,0.0,46.0,49.5
2021-02-02 04:00:00,0,458.0,0,177.0,145.0,0.0,154.5,5537.75,0.0,87.25,91.25
2021-02-02 05:00:00,0,412.0,0,456.0,212.0,0.0,135.75,5322.75,0.0,135.5,149.75
2021-02-02 06:00:00,0,388.0,0,791.0,313.0,0.0,131.0,5106.25,0.0,235.5,221.25
2021-02-02 07:00:00,0,384.0,0,984.0,431.0,5.25,154.75,4911.0,13.75,341.25,309.0
2021-02-02 08:00:00,25,354.0,7,1059.0,529.0,483.25,168.0,4880.0,53.0,472.0,442.5
2021-02-02 09:00:00,97,293.0,51,1106.0,598.0,1651.0,220.25,4935.75,87.75,552.25,607.0
2021-02-02 10:00:00,204,244.0,122,1254.0,685.0,2939.25,323.0,5088.0,112.75,575.75,778.0
2021-02-02 11:00:00,309,226.0,214,1398.0,795.0,3753.5,464.5,5402.0,127.75,575.25,899.5
2021-02-02 12:00:00,369,225.0,330,1510.0,915.0,3736.0,643.75,6060.0,137.25,585.5,981.75
2021-02-02 13:00:00,371,245.0,436,1788.0,1000.0,3028.75,821.75,6845.25,145.5,614.25,1011.25
2021-02-02 14:00:00,279,292.0,469,1954.0,1017.0,2051.5,1027.75,7721.0,139.0,600.75,1014.0
2021-02-02 15:00:00,153,392.0,354,1984.0,1002.0,1106.75,1297.75,8848.25,103.0,634.0,1060.0
2021-02-02 16:00:00,52,572.0,138,1949.0,990.0,370.25,1642.0,10043.75,45.5,691.75,1072.5
2021-02-02 17:00:00,7,801.0,11,1876.0,977.0,26.75,2067.5,11209.5,6.25,715.0,1060.0
2021-02-02 18:00:00,0,1061.0,0,1831.0,951.0,0.0,2555.25,12549.25,0.0,708.5,1022.75
2021-02-02 19:00:00,0,1260.0,0,1796.0,939.0,0.0,3043.25,13752.25,0.0,709.75,986.75
2021-02-02 20:00:00,0,1326.0,0,1776.0,939.0,0.0,3499.0,14377.0,0.0,758.25,1070.0
2021-02-02 21:00:00,0,1355.0,0,1753.0,936.0,0.0,3883.0,14676.75,0.0,801.0,1183.5
2021-02-02 22:00:00,0,1332.0,0,1752.0,936.0,0.0,4237.5,14674.5,0.0,834.25,1376.0
2021-02-02 23:00:00,0,1246.0,0,1785.0,945.0,0.0,4504.75,14664.25,0.0,848.5,1608.5
2021-02-03 00:00:00,0,724.0,0,2045.0,1196.0,0.0,4958.0,14791.25,0.0,843.0,1551.5
2021-02-03 01:00:00,0,636.0,0,2030.0,1194.0,0.0,5184.5,14933.5,0.0,837.75,1604.5
2021-02-03 02:00:00,0,580.0,0,1958.0,1129.0,0.0,5382.25,14923.25,0.0,849.0,1707.75
2021-02-03 03:00:00,0,548.0,0,1845.0,1051.0,0.0,5489.0,15073.75,0.0,843.0,1646.75
2021-02-03 04:00:00,0,518.0,0,1695.0,960.0,0.0,5521.25,15077.75,0.0,832.25,1544.25
2021-02-03 05:00:00,0,494.0,0,1529.0,859.0,0.0,5504.75,15031.5,0.0,813.25,1430.25
2021-02-03 06:00:00,0,484.0,0,1277.0,723.0,0.0,5430.0,15189.75,0.0,786.5,1273.0
2021-02-03 07:00:00,2,480.0,0,969.0,565.0,7.0,5411.0,14986.25,46.0,696.5,1012.75
2021-02-03 08:00:00,31,464.0,6,707.0,429.0,448.0,5393.5,14704.75,275.25,533.0,713.0
2021-02-03 09:00:00,74,414.0,47,507.0,330.0,1423.25,5363.0,13946.75,550.25,406.75,506.25
2021-02-03 10:00:00,139,340.0,114,320.0,351.0,2493.0,5258.25,13124.5,538.0,330.5,443.75
2021-02-03 11:00:00,194,326.0,206,273.0,568.0,3253.5,5133.0,12676.5,406.5,247.75,380.5
2021-02-03 12:00:00,243,424.0,341,391.0,799.0,3416.25,5119.75,12878.5,306.5,180.0,312.75
2021-02-03 13:00:00,339,561.0,504,485.0,937.0,2958.25,5199.25,13459.5,265.75,145.75,285.0
2021-02-03 14:00:00,328,700.0,509,513.0,1009.0,2201.25,5196.25,14347.75,216.0,141.5,263.5
2021-02-03 15:00:00,207,882.0,321,510.0,1027.0,1293.25,5193.25,15595.0,126.75,188.0,258.5
2021-02-03 16:00:00,80,1045.0,130,575.0,1021.0,456.25,5258.75,17203.25,37.25,215.0,321.0
2021-02-03 17:00:00,13,990.0,10,917.0,1055.0,34.5,5418.0,18719.25,3.75,274.5,430.5
2021-02-03 18:00:00,0,779.0,0,1460.0,1132.0,0.0,5570.75,20233.0,0.0,409.25,567.25
2021-02-03 19:00:00,0,645.0,0,1696.0,1184.0,0.0,5612.0,21748.25,0.0,419.5,744.25
2021-02-03 20:00:00,0,606.0,0,1826.0,1179.0,0.0,5564.75,22774.5,0.0,545.25,1014.0
2021-02-03 21:00:00,0,618.0,0,1826.0,1120.0,0.0,5482.5,23686.25,0.0,609.25,1106.5
2021-02-03 22:00:00,0,685.0,0,1795.0,1046.0,0.0,5383.75,24217.5,0.0,629.75,1086.0
2021-02-03 23:00:00,0,881.0,0,1746.0,991.0,0.0,5173.5,24489.5,0.0,660.5,1116.25
2021-02-04 00:00:00,0,1514.0,0,1724.0,1021.0,0.0,6435.25,23172.25,0.0,782.75,1304.5
2021-02-04 01:00:00,0,1610.0,0,1612.0,922.0,0.0,6254.0,22772.5,0.0,774.25,1254.75
2021-02-04 02:00:00,0,1802.0,0,1429.0,824.0,0.0,6168.0,22068.5,0.0,760.0,1210.75
2021-02-04 03:00:00,0,2048.0,0,1263.0,738.0,0.0,6089.5,20891.5,0.0,733.25,1149.5
2021-02-04 04:00:00,0,2284.0,0,1096.0,649.0,0.0,6021.5,19398.75,0.0,638.25,1020.25
2021-02-04 05:00:00,0,2484.0,0,914.0,557.0,0.0,5991.75,17800.75,0.0,491.75,861.0
2021-02-04 06:00:00,0,2572.0,0,749.0,469.0,0.0,5864.25,16179.5,0.0,357.75,688.75
2021-02-04 07:00:00,10,2562.0,0,657.0,410.0,14.75,5733.0,14276.5,59.75,249.75,550.0
2021-02-04 08:00:00,103,2522.0,50,631.0,376.0,1278.25,5535.25,12707.0,329.75,162.75,400.75
2021-02-04 09:00:00,301,2439.0,384,566.0,344.0,4333.75,5282.25,11352.25,719.5,118.25,310.25
2021-02-04 10:00:00,506,2334.0,737,371.0,280.0,7615.0,4992.25,10098.25,986.0,100.75,260.75
2021-02-04 11:00:00,646,2222.0,987,217.0,222.0,10051.25,4685.25,8860.0,1182.0,86.25,204.25
2021-02-04 12:00:00,708,2004.0,1187,175.0,205.0,10852.25,4336.25,7632.75,1275.0,79.25,149.0
2021-02-04 13:00:00,671,1683.0,1172,226.0,209.0,9936.25,3957.75,6411.25,1248.5,77.5,103.5
2021-02-04 14:00:00,546,1255.0,943,341.0,222.0,7767.0,3648.5,5162.75,1029.25,73.0,78.75
2021-02-04 15:00:00,359,858.0,656,452.0,226.0,4624.5,3496.0,4043.25,610.0,81.25,76.0
2021-02-04 16:00:00,149,675.0,274,498.0,216.0,1476.0,3520.5,3330.5,197.75,101.5,121.75
2021-02-04 17:00:00,26,624.0,21,456.0,209.0,65.75,3641.0,3156.75,14.75,153.5,213.75
2021-02-04 18:00:00,0,528.0,0,487.0,217.0,0.0,3782.5,3400.0,0.0,253.25,317.0
2021-02-04 19:00:00,0,359.0,0,615.0,245.0,0.0,3920.75,3828.0,0.0,329.0,417.25
2021-02-04 20:00:00,0,241.0,0,709.0,278.0,0.0,4040.25,4218.25,0.0,373.0,538.25
2021-02-04 21:00:00,0,190.0,0,757.0,302.0,0.0,4124.0,4693.25,0.0,438.25,672.5
2021-02-04 22:00:00,0,156.0,0,783.0,316.0,0.0,4224.75,5196.75,0.0,467.5,757.25
2021-02-04 23:00:00,0,138.0,0,783.0,326.0,0.0,4347.75,5718.0,0.0,474.25,796.0
2021-02-05 00:00:00,0,100.0,0,448.0,225.0,0.0,4831.75,6316.25,0.0,452.25,760.75
2021-02-05 01:00:00,0,114.0,0,416.0,207.0,0.0,4992.75,6654.5,0.0,467.25,784.25
2021-02-05 02:00:00,0,136.0,0,386.0,189.0,0.0,5161.0,7053.75,0.0,474.25,826.0
2021-02-05 03:00:00,0,154.0,0,373.0,175.0,0.0,5336.5,7432.0,0.0,479.5,861.25
2021-02-05 04:00:00,0,160.0,0,348.0,163.0,0.0,5484.0,7913.25,0.0,450.75,854.0
2021-02-05 05:00:00,0,187.0,0,325.0,159.0,0.0,5623.25,8507.75,0.0,410.0,798.5
2021-02-05 06:00:00,0,251.0,0,305.0,155.0,0.0,5652.5,9048.0,0.0,386.75,749.0
2021-02-05 07:00:00,4,288.0,0,291.0,151.0,13.75,5780.75,9360.0,71.25,332.75,696.5
